ell,model_1,model_2,model_3,model_4,model_5,model_6,model_7,model_8,model_9,model_10
1131,1.858015576592E-10,1.725787122083E-10,1.638522281916E-10,1.595420550125E-10,1.712506388592E-10,1.675778720137E-10,1.474496688449E-10,1.508048948613E-10,1.393194524798E-10,1.684022368864E-10
1132,1.858476994918E-10,1.727081817822E-10,1.637597405692E-10,1.593730624951E-10,1.709943284248E-10,1.675235009483E-10,1.478212336173E-10,1.508979270385E-10,1.389219727542E-10,1.684791375086E-10
1133,1.858833546875E-10,1.728268019844E-10,1.636569942885E-10,1.591942136412E-10,1.707270844207E-10,1.674580705477E-10,1.481894545666E-10,1.50980890961E-10,1.385173328826E-10,1.685455911073E-10
1134,1.859084473973E-10,1.729345561096E-10,1.63543988831E-10,1.590055495649E-10,1.704490443556E-10,1.673816377288E-10,1.485540928749E-10,1.510537979628E-10,1.381057047212E-10,1.68601597962E-10
1135,1.859229015205E-10,1.730314276348E-10,1.63420723944E-10,1.588071119234E-10,1.701603469856E-10,1.67294260104E-10,1.489149081467E-10,1.511166597351E-10,1.376872615028E-10,1.686471586397E-10
1136,1.859266407043E-10,1.731174002194E-10,1.632871996412E-10,1.58598942919E-10,1.698611323166E-10,1.671959959831E-10,1.492716584062E-10,1.51169488327E-10,1.3726217784E-10,1.686822739956E-10
1137,1.859195883435E-10,1.731924577065E-10,1.631434162037E-10,1.583810852999E-10,1.695515416074E-10,1.670869043749E-10,1.49624100093E-10,1.512122961472E-10,1.368306297282E-10,1.687069451743E-10
1138,1.8590166758E-10,1.732565841229E-10,1.629893741804E-10,1.581535823619E-10,1.692317173726E-10,1.669670449891E-10,1.499719880597E-10,1.512450959642E-10,1.36392794549E-10,1.687211736103E-10
1139,1.858728013025E-10,1.7330976368E-10,1.628250743894E-10,1.579164779499E-10,1.689018033856E-10,1.668364782379E-10,1.503150755676E-10,1.512679009078E-10,1.35948851073E-10,1.687249610288E-10
1140,1.858329121461E-10,1.733519807745E-10,1.62650517918E-10,1.576698164588E-10,1.685619446815E-10,1.666952652378E-10,1.50653114284E-10,1.5128072447E-10,1.354989794632E-10,1.687183094468E-10
1141,1.857819224923E-10,1.733832199888E-10,1.624657061241E-10,1.574136428353E-10,1.682122875601E-10,1.665434678112E-10,1.509858542783E-10,1.512835805058E-10,1.350433612779E-10,1.687012211739E-10
1142,1.857197544679E-10,1.734034660917E-10,1.622706406369E-10,1.571480025791E-10,1.678529795887E-10,1.663811484885E-10,1.513130440189E-10,1.512764832344E-10,1.345821794741E-10,1.686736988128E-10
1143,1.856463299456E-10,1.734127040391E-10,1.62065323357E-10,1.568729417444E-10,1.674841696051E-10,1.662083705095E-10,1.516344303699E-10,1.512594472399E-10,1.341156184105E-10,1.686357452605E-10
1144,1.855615705427E-10,1.734109189745E-10,1.618497564582E-10,1.56588506941E-10,1.671060077206E-10,1.660251978252E-10,1.519497585873E-10,1.512324874728E-10,1.336438638506E-10,1.685873637091E-10
1145,1.854653976216E-10,1.733980962298E-10,1.616239423876E-10,1.562947453359E-10,1.667186453229E-10,1.658316950997E-10,1.522587723161E-10,1.511956192503E-10,1.33167102966E-10,1.685285576465E-10
1146,1.853577322887E-10,1.733742213255E-10,1.613878838664E-10,1.559917046547E-10,1.663222350791E-10,1.656279277117E-10,1.525612135863E-10,1.51148858258E-10,1.326855243392E-10,1.684593308572E-10
1147,1.852384953946E-10,1.73339279972E-10,1.611415838909E-10,1.556794331828E-10,1.659169309383E-10,1.654139617565E-10,1.528568228103E-10,1.510922205504E-10,1.321993179671E-10,1.683796874233E-10
1148,1.851076075335E-10,1.732932580695E-10,1.608850457334E-10,1.553579797668E-10,1.65502888135E-10,1.651898640475E-10,1.531453387787E-10,1.510257225518E-10,1.31708675264E-10,1.682896317255E-10
1149,1.849649890429E-10,1.732361417091E-10,1.606182729423E-10,1.550273938161E-10,1.650802631919E-10,1.64955702118E-10,1.534264986575E-10,1.509493810578E-10,1.312137890648E-10,1.681891684432E-10
1150,1.848105600032E-10,1.731679171732E-10,1.603412693439E-10,1.54687725304E-10,1.646492139225E-10,1.647115442232E-10,1.537000379844E-10,1.50863213236E-10,1.307148536279E-10,1.680783025564E-10
1151,1.846442701286E-10,1.730885709362E-10,1.600540607818E-10,1.543390416217E-10,1.642098994346E-10,1.644574593415E-10,1.539657236511E-10,1.507672366268E-10,1.302120646387E-10,1.679570393455E-10
1152,1.844661888571E-10,1.729980896649E-10,1.597567606401E-10,1.539814783715E-10,1.637624801328E-10,1.641935171766E-10,1.542234533151E-10,1.506614691446E-10,1.297056192123E-10,1.67825384393E-10
1153,1.842764164036E-10,1.728964602197E-10,1.594495051542E-10,1.536151892212E-10,1.633071177216E-10,1.639197881591E-10,1.544731572431E-10,1.505459290789E-10,1.291957158971E-10,1.676833435837E-10
1154,1.840750539748E-10,1.727836696546E-10,1.591324317492E-10,1.532403291133E-10,1.628439752082E-10,1.636363434481E-10,1.547147654402E-10,1.50420635095E-10,1.286825546776E-10,1.675309231059E-10
1155,1.838622037718E-10,1.726597052178E-10,1.588056790428E-10,1.528570542673E-10,1.623732169058E-10,1.633432549333E-10,1.549482076487E-10,1.502856062352E-10,1.281663369778E-10,1.673681294522E-10
1156,1.836379689921E-10,1.725245543531E-10,1.58469386848E-10,1.52465522183E-10,1.618950084361E-10,1.630405952363E-10,1.551734133484E-10,1.501408619197E-10,1.276472656641E-10,1.671949694202E-10
1157,1.834024538324E-10,1.723782046994E-10,1.581236961757E-10,1.520658916435E-10,1.614095167325E-10,1.627284377128E-10,1.553903117555E-10,1.499864219474E-10,1.271255450484E-10,1.670114501133E-10
1158,1.831557634903E-10,1.722206440923E-10,1.577687492376E-10,1.516583227176E-10,1.609169100429E-10,1.62406856454E-10,1.55598831823E-10,1.498223064975E-10,1.266013808915E-10,1.668175789418E-10
1159,1.828980041672E-10,1.720518605643E-10,1.57404689449E-10,1.512429767634E-10,1.604173579328E-10,1.620759262882E-10,1.557989022394E-10,1.496485361298E-10,1.260749804062E-10,1.666133636235E-10
1160,1.826292830706E-10,1.718718423451E-10,1.570316614314E-10,1.508200164304E-10,1.59911031288E-10,1.617357227832E-10,1.559904514291E-10,1.494651317859E-10,1.255465522603E-10,1.663988121847E-10
1161,1.823497084161E-10,1.716805778628E-10,1.566498110153E-10,1.503896056631E-10,1.593981023179E-10,1.613863222474E-10,1.561734075514E-10,1.492721147903E-10,1.250163065795E-10,1.661739329609E-10
1162,1.820593894301E-10,1.714780557442E-10,1.562592852427E-10,1.499519097034E-10,1.588787445578E-10,1.610278017318E-10,1.563476985005E-10,1.490695068515E-10,1.244844549512E-10,1.659387345977E-10
1163,1.81758436352E-10,1.712642648155E-10,1.558602323705E-10,1.49507095094E-10,1.583531328728E-10,1.606602390315E-10,1.565132519048E-10,1.488573300627E-10,1.239512104271E-10,1.656932260516E-10
1164,1.814469604365E-10,1.710391941029E-10,1.554528018723E-10,1.490553296805E-10,1.578214434597E-10,1.60283712688E-10,1.566699951267E-10,1.486356069027E-10,1.234167875264E-10,1.654374165909E-10
1165,1.811250739562E-10,1.708028328332E-10,1.550371444421E-10,1.485967826154E-10,1.572838538506E-10,1.598983019904E-10,1.56817855262E-10,1.484043602375E-10,1.228814022391E-10,1.651713157965E-10
1166,1.807928902037E-10,1.705551704343E-10,1.546134119963E-10,1.481316243598E-10,1.567405429157E-10,1.595040869772E-10,1.569567591397E-10,1.481636133204E-10,1.223452720292E-10,1.648949335629E-10
1167,1.804505234941E-10,1.702961965362E-10,1.541817576768E-10,1.476600266874E-10,1.561916908662E-10,1.591011484384E-10,1.570866333214E-10,1.479133897939E-10,1.218086158375E-10,1.646082800986E-10
1168,1.80098089167E-10,1.700259254747E-10,1.537423358538E-10,1.471821626865E-10,1.556374808373E-10,1.586895818063E-10,1.572074041011E-10,1.4765371369E-10,1.212716424154E-10,1.643113869961E-10
1169,1.797357035896E-10,1.697444701381E-10,1.532953021283E-10,1.466982067635E-10,1.550781036534E-10,1.58269539016E-10,1.573189975046E-10,1.473846094314E-10,1.207345151591E-10,1.640043707276E-10
1170,1.793634841582E-10,1.694519690461E-10,1.528408133349E-10,1.462083346455E-10,1.545137531282E-10,1.578411871725E-10,1.574213392892E-10,1.471061018327E-10,1.201973868413E-10,1.636873699451E-10
1171,1.789815493012E-10,1.691485619327E-10,1.523790275446E-10,1.457127233833E-10,1.539446244936E-10,1.574046947115E-10,1.575143549432E-10,1.46818235233E-10,1.196604112436E-10,1.633605244869E-10
1172,1.78590018481E-10,1.688343897489E-10,1.519101040677E-10,1.452115513542E-10,1.533709144024E-10,1.569602314021E-10,1.575979696857E-10,1.465211311543E-10,1.19123743158E-10,1.630239753799E-10
1173,1.781890121966E-10,1.685095946657E-10,1.514342034563E-10,1.447049982652E-10,1.527928209311E-10,1.565079683506E-10,1.576721084657E-10,1.46214931365E-10,1.185875383894E-10,1.626778648426E-10
1174,1.777786519861E-10,1.681743200765E-10,1.50951487507E-10,1.441932451553E-10,1.522105435837E-10,1.560480780022E-10,1.577366959626E-10,1.458997788155E-10,1.180519537573E-10,1.623223362874E-10
1175,1.773590604286E-10,1.678287106003E-10,1.504621192639E-10,1.436764743992E-10,1.516242832941E-10,1.555807341454E-10,1.577916565846E-10,1.455758176412E-10,1.175171470986E-10,1.619575343237E-10
1176,1.769303611469E-10,1.674729120843E-10,1.499662630212E-10,1.431548697094E-10,1.510342424296E-10,1.551061119136E-10,1.578369144695E-10,1.452431931651E-10,1.16983277269E-10,1.615836047604E-10
1177,1.764926788097E-10,1.671070716065E-10,1.494640843259E-10,1.426286161396E-10,1.504406247937E-10,1.54624387789E-10,1.578723934833E-10,1.449020519004E-10,1.164505041454E-10,1.612006946086E-10
1178,1.760461391341E-10,1.667313374787E-10,1.489557499805E-10,1.420979000875E-10,1.498436356294E-10,1.541357396053E-10,1.578980172204E-10,1.445525415531E-10,1.159189886283E-10,1.608089520841E-10
1179,1.755908688878E-10,1.663458592491E-10,1.484414280459E-10,1.415629092976E-10,1.492434816221E-10,1.536403465505E-10,1.57913709003E-10,1.441948110248E-10,1.153888926433E-10,1.604085266106E-10
1180,1.751269958915E-10,1.659507877054E-10,1.479212878442E-10,1.410238328642E-10,1.486403709028E-10,1.531383891699E-10,1.579193918807E-10,1.438290104152E-10,1.148603791438E-10,1.599995688218E-10
1181,1.746546490213E-10,1.655462748769E-10,1.473954999611E-10,1.404808612341E-10,1.480345130512E-10,1.526300493692E-10,1.579149886299E-10,1.434552910249E-10,1.143336121126E-10,1.595822305644E-10
1182,1.74173958211E-10,1.651324740382E-10,1.46864236249E-10,1.399341862099E-10,1.474261190984E-10,1.521155104174E-10,1.579004217538E-10,1.430738053582E-10,1.138087565646E-10,1.591566649009E-10
1183,1.736850544544E-10,1.647095397111E-10,1.463276698295E-10,1.393840009524E-10,1.468154015306E-10,1.515949569498E-10,1.578756134817E-10,1.426847071252E-10,1.132859785484E-10,1.587230261119E-10
1184,1.731880698078E-10,1.642776276678E-10,1.457859750963E-10,1.388304999839E-10,1.462025742918E-10,1.510685749707E-10,1.578404857687E-10,1.42288151245E-10,1.127654451484E-10,1.582814696993E-10
1185,1.726831373923E-10,1.638368949337E-10,1.452393277178E-10,1.382738791908E-10,1.455878527867E-10,1.505365518569E-10,1.577949602951E-10,1.418842938482E-10,1.122473244875E-10,1.578321523885E-10
1186,1.72170391396E-10,1.633874997902E-10,1.446879046399E-10,1.377143358269E-10,1.449714538842E-10,1.499990763601E-10,1.577389584664E-10,1.414732922797E-10,1.117317857284E-10,1.573752321313E-10
1187,1.716499670766E-10,1.629296017769E-10,1.441318840889E-10,1.371520685156E-10,1.443535959203E-10,1.4945633861E-10,1.576724014124E-10,1.410553051008E-10,1.112189990765E-10,1.569108681087E-10
1188,1.711220007635E-10,1.624633616954E-10,1.435714455739E-10,1.365872772538E-10,1.43734498701E-10,1.489085301176E-10,1.575952099873E-10,1.406304920927E-10,1.107091357814E-10,1.564392207335E-10
1189,1.705866298603E-10,1.61988941611E-10,1.4300676989E-10,1.360201634136E-10,1.431143835056E-10,1.483558437778E-10,1.575073047687E-10,1.401990142583E-10,1.102023681394E-10,1.559604516527E-10
1190,1.700440000609E-10,1.615065048563E-10,1.424380373667E-10,1.354509229143E-10,1.424934730898E-10,1.477984738724E-10,1.57408632723E-10,1.397610338257E-10,1.096988694952E-10,1.554747237509E-10
1191,1.694942870891E-10,1.610162160334E-10,1.418654225859E-10,1.348797256361E-10,1.418719916885E-10,1.472366160732E-10,1.572992475591E-10,1.3931671425E-10,1.091988142446E-10,1.549822011522E-10
1192,1.689376752309E-10,1.605182410171E-10,1.412890996048E-10,1.343067357592E-10,1.412501650192E-10,1.466704674449E-10,1.571792303606E-10,1.388662202169E-10,1.087023778361E-10,1.544830492233E-10
1193,1.683743501475E-10,1.600127469574E-10,1.407092437064E-10,1.337321185745E-10,1.406282202849E-10,1.46100226448E-10,1.57048663012E-10,1.384097176444E-10,1.082097367731E-10,1.539774345762E-10
1194,1.678044988784E-10,1.594999022822E-10,1.401260314018E-10,1.331560404864E-10,1.40006386177E-10,1.455260929418E-10,1.569076282003E-10,1.379473736861E-10,1.077210686165E-10,1.534655250707E-10
1195,1.672283098445E-10,1.589798767004E-10,1.395396404332E-10,1.32578669015E-10,1.39384892879E-10,1.449482681876E-10,1.567562094173E-10,1.374793567338E-10,1.072365519859E-10,1.529474898175E-10
1196,1.666459728512E-10,1.584528412045E-10,1.389502497765E-10,1.320001727982E-10,1.387639720687E-10,1.443669548511E-10,1.565944909608E-10,1.370058364197E-10,1.067563665626E-10,1.524234991802E-10
1197,1.660576790909E-10,1.579189680732E-10,1.383580396433E-10,1.314207215944E-10,1.38143856922E-10,1.437823570058E-10,1.564225579373E-10,1.365269836198E-10,1.062806930913E-10,1.518937247786E-10
1198,1.654636211462E-10,1.573784308744E-10,1.377631914844E-10,1.308404862844E-10,1.375247821158E-10,1.43194680136E-10,1.562404962631E-10,1.360429704558E-10,1.05809713382E-10,1.513583394911E-10
1199,1.648639929931E-10,1.568314044679E-10,1.371658879915E-10,1.302596388743E-10,1.369069838306E-10,1.426041311395E-10,1.560483926664E-10,1.355539702983E-10,1.053436103126E-10,1.508175174576E-10
1200,1.642589900035E-10,1.562780650082E-10,1.365663131005E-10,1.29678352497E-10,1.362906997542E-10,1.420109183305E-10,1.558463346893E-10,1.350601577692E-10,1.048825678307E-10,1.502714340818E-10
1201,1.636488089487E-10,1.557185899473E-10,1.359646519936E-10,1.290968014153E-10,1.356761690847E-10,1.414152514431E-10,1.556344106895E-10,1.345617087446E-10,1.044267709559E-10,1.497202660344E-10
1202,1.630336480018E-10,1.551531580372E-10,1.353610911023E-10,1.285151610238E-10,1.350636325331E-10,1.408173416336E-10,1.554127098422E-10,1.340588003569E-10,1.039764057816E-10,1.491641912553E-10
1203,1.624137067411E-10,1.545819493331E-10,1.347558181095E-10,1.279336078514E-10,1.344533323267E-10,1.402174014839E-10,1.551813221419E-10,1.335516109982E-10,1.035316594775E-10,1.486033889567E-10
1204,1.617891861527E-10,1.540051451958E-10,1.341490219525E-10,1.273523195633E-10,1.338455122125E-10,1.396156450043E-10,1.549403384044E-10,1.330403203225E-10,1.030927202913E-10,1.480380396255E-10
1205,1.61160288634E-10,1.534229282947E-10,1.335408928256E-10,1.267714749638E-10,1.332404174595E-10,1.390122876363E-10,1.546898502683E-10,1.325251092485E-10,1.026597775513E-10,1.474683250261E-10
1206,1.605272179959E-10,1.528354826104E-10,1.329316221825E-10,1.261912539983E-10,1.326382948624E-10,1.384075462559E-10,1.544299501972E-10,1.320061599621E-10,1.022330216681E-10,1.468944282031E-10
1207,1.598901794665E-10,1.522429936378E-10,1.323214027387E-10,1.256118377555E-10,1.320393720034E-10,1.37801629509E-10,1.541607314816E-10,1.314836559192E-10,1.018126193488E-10,1.463165314977E-10
1208,1.592493796936E-10,1.516456489918E-10,1.317104284747E-10,1.250334084703E-10,1.314437947561E-10,1.371947086833E-10,1.538822882404E-10,1.309577818485E-10,1.013986389068E-10,1.457348105648E-10
1209,1.586050267479E-10,1.510436378143E-10,1.310988946381E-10,1.244561495253E-10,1.308516890309E-10,1.365869464896E-10,1.53594715423E-10,1.304287237538E-10,1.009911240519E-10,1.451494402885E-10
1210,1.579573301258E-10,1.504371505774E-10,1.304869977463E-10,1.238802454538E-10,1.302631814486E-10,1.359785066992E-10,1.532981088109E-10,1.29896668917E-10,1.005901185959E-10,1.445605967649E-10
1211,1.573065007524E-10,1.498263790866E-10,1.298749355891E-10,1.233058819418E-10,1.296783993422E-10,1.353695541463E-10,1.529925650201E-10,1.293618015282E-10,1.001956664532E-10,1.439684573043E-10
1212,1.566527509846E-10,1.492115164831E-10,1.292629072313E-10,1.227332458304E-10,1.290974707578E-10,1.3476025473E-10,1.526781815022E-10,1.288242895134E-10,9.98078116403E-11,1.433732004335E-10
1213,1.55996294614E-10,1.48592757247E-10,1.286511130156E-10,1.221625251182E-10,1.285205244564E-10,1.341507754163E-10,1.523550565471E-10,1.28284297553E-10,9.94265982765E-11,1.42775005899E-10
1214,1.553373468695E-10,1.479702971999E-10,1.280397545644E-10,1.215939089632E-10,1.279476899148E-10,1.335412842407E-10,1.520232892838E-10,1.277419914423E-10,9.905207058346E-11,1.421740546689E-10
1215,1.54676124421E-10,1.473443335075E-10,1.274290347834E-10,1.210275876858E-10,1.273790973274E-10,1.329319503101E-10,1.516829796833E-10,1.271975380938E-10,9.868427288553E-11,1.415705289356E-10
1216,1.540128453816E-10,1.467150646827E-10,1.268191578632E-10,1.204637527706E-10,1.268148776074E-10,1.323229438049E-10,1.513342285599E-10,1.266511055391E-10,9.832324960973E-11,1.409646121184E-10
1217,1.533477293113E-10,1.460826905884E-10,1.262103292829E-10,1.199025968688E-10,1.26255162388E-10,1.317144359813E-10,1.509771375729E-10,1.261028629318E-10,9.796904528588E-11,1.403564888662E-10
1218,1.526809972191E-10,1.454474124399E-10,1.256027558118E-10,1.193443138008E-10,1.257000840241E-10,1.311065991734E-10,1.50611809229E-10,1.255529805492E-10,9.762170454659E-11,1.397463450595E-10
1219,1.520128715668E-10,1.448094328081E-10,1.249966455125E-10,1.187890985581E-10,1.251497755935E-10,1.304996067953E-10,1.502383468837E-10,1.250016297951E-10,9.728127212742E-11,1.391343678135E-10
1220,1.513435762714E-10,1.441689556221E-10,1.243922077433E-10,1.182371473059E-10,1.246043708981E-10,1.298936333436E-10,1.498568547432E-10,1.244489832018E-10,9.694779286691E-11,1.385207454803E-10
1221,1.506733367084E-10,1.435261861719E-10,1.237896531609E-10,1.176886573855E-10,1.240640044655E-10,1.292888543991E-10,1.494674378665E-10,1.238952144326E-10,9.662131170662E-11,1.379056676514E-10
1222,1.500023797146E-10,1.428813311116E-10,1.231891937229E-10,1.171438273163E-10,1.235288115505E-10,1.286854466292E-10,1.490702021669E-10,1.23340498284E-10,9.630187369127E-11,1.372893251605E-10
1223,1.493309335909E-10,1.422345984615E-10,1.225910426906E-10,1.166028567983E-10,1.229989281359E-10,1.280835877901E-10,1.486652544143E-10,1.227850106877E-10,9.598952396876E-11,1.366719100858E-10
1224,1.486592281056E-10,1.415861976115E-10,1.219954146311E-10,1.160659467144E-10,1.224744909346E-10,1.274834567289E-10,1.482527022366E-10,1.222289287136E-10,9.568430779025E-11,1.360536157524E-10
1225,1.479874944973E-10,1.409363393237E-10,1.214025254207E-10,1.15533299133E-10,1.219556373904E-10,1.268852333858E-10,1.478326541217E-10,1.216724305715E-10,9.538627051026E-11,1.354346367352E-10
1226,1.473159654776E-10,1.40285235735E-10,1.208125922465E-10,1.150051173096E-10,1.214425056797E-10,1.262890987961E-10,1.474052194195E-10,1.211156956136E-10,9.50954575867E-11,1.348151688613E-10
1227,1.466448752342E-10,1.396331003602E-10,1.202258336098E-10,1.144816056898E-10,1.209352347126E-10,1.256952350927E-10,1.469705083437E-10,1.205589043369E-10,9.481191458098E-11,1.341954092121E-10
1228,1.459744594342E-10,1.389801480945E-10,1.196424693285E-10,1.139629699116E-10,1.204339641345E-10,1.251038255079E-10,1.465286319734E-10,1.200022383853E-10,9.453568715803E-11,1.335755561267E-10
1229,1.453049401966E-10,1.383265952164E-10,1.190627008053E-10,1.134493946856E-10,1.199388343273E-10,1.245150543758E-10,1.46079710362E-10,1.194458805521E-10,9.426682108645E-11,1.329558092033E-10
1230,1.446364808111E-10,1.376726593905E-10,1.184866515724E-10,1.129409771466E-10,1.19449986411E-10,1.239291071345E-10,1.456238969643E-10,1.188900147822E-10,9.40053622385E-11,1.323363693029E-10
1231,1.439692304866E-10,1.370185596705E-10,1.17914426045E-10,1.124377927138E-10,1.189675622449E-10,1.233461703278E-10,1.451613545035E-10,1.183348261743E-10,9.375135659022E-11,1.31717438551E-10
1232,1.433033393345E-10,1.363645165014E-10,1.173461291922E-10,1.11939917142E-10,1.184917044288E-10,1.227664316082E-10,1.446922468932E-10,1.177805009834E-10,9.35048502215E-11,1.310992203402E-10
1233,1.426389583702E-10,1.35710751723E-10,1.16781866538E-10,1.114474265211E-10,1.180225563047E-10,1.221900797383E-10,1.442167392401E-10,1.172272266232E-10,9.326588931612E-11,1.304819193332E-10
1234,1.41976239515E-10,1.350574885722E-10,1.162217441627E-10,1.109603972776E-10,1.175602619581E-10,1.216173045933E-10,1.437349978464E-10,1.166751916678E-10,9.303452016186E-11,1.29865741465E-10
1235,1.413153355976E-10,1.344049516858E-10,1.156658687033E-10,1.104789061742E-10,1.17104966219E-10,1.210482971632E-10,1.432471902122E-10,1.161245858547E-10,9.281078915054E-11,1.292508939454E-10
1236,1.406564003562E-10,1.337533671037E-10,1.151143473551E-10,1.100030303114E-10,1.166568146639E-10,1.204832495547E-10,1.427534850383E-10,1.155756000869E-10,9.259474277811E-11,1.286375852614E-10
1237,1.3999958844E-10,1.331029622712E-10,1.145672878724E-10,1.095328471272E-10,1.162159536167E-10,1.199223549937E-10,1.422540522281E-10,1.150284264349E-10,9.238642764473E-11,1.280260251803E-10
1238,1.393450554112E-10,1.32453966042E-10,1.140247985694E-10,1.090684343982E-10,1.1578253015E-10,1.193658078274E-10,1.417490628909E-10,1.144832581392E-10,9.218589045479E-11,1.274164247515E-10
1239,1.386929577466E-10,1.318066086812E-10,1.134869883218E-10,1.086098702397E-10,1.153566920871E-10,1.188138035261E-10,1.412386893436E-10,1.139402896129E-10,9.199317801706E-11,1.268089963095E-10
1240,1.380434528395E-10,1.311611218676E-10,1.129539665672E-10,1.081572331068E-10,1.149385880024E-10,1.182665386858E-10,1.407231051138E-10,1.133997164436E-10,9.180833724471E-11,1.262039534764E-10
1241,1.373966990012E-10,1.305177386968E-10,1.124258433065E-10,1.077106017947E-10,1.145283672237E-10,1.177242110304E-10,1.402024849419E-10,1.128617353956E-10,9.163141515537E-11,1.25601511164E-10
1242,1.367528554633E-10,1.298766936841E-10,1.119027291047E-10,1.072700554389E-10,1.141261798331E-10,1.171870194133E-10,1.396770047838E-10,1.123265444127E-10,9.146245887126E-11,1.25001885577E-10
1243,1.361120823788E-10,1.292382227671E-10,1.113847350923E-10,1.068356735166E-10,1.137321766683E-10,1.166551638201E-10,1.391468418134E-10,1.117943426202E-10,9.130151561918E-11,1.244052942149E-10
1244,1.354745408244E-10,1.286025633082E-10,1.108719729656E-10,1.064075358464E-10,1.133465093242E-10,1.161288453706E-10,1.386121744251E-10,1.112653303271E-10,9.114863273068E-11,1.23811955875E-10
1245,1.34840392802E-10,1.279699540983E-10,1.103645549887E-10,1.059857225894E-10,1.129693301542E-10,1.156082663211E-10,1.380731822358E-10,1.107397090287E-10,9.100385764204E-11,1.232220906545E-10
1246,1.342098012406E-10,1.273406157012E-10,1.098625939937E-10,1.055703142496E-10,1.126007653953E-10,1.150936066656E-10,1.375300460884E-10,1.102176814086E-10,9.086721724297E-11,1.226359003764E-10
1247,1.335829299981E-10,1.267146912342E-10,1.093662033821E-10,1.051613916745E-10,1.122408341953E-10,1.145849536358E-10,1.369829480534E-10,1.096994513412E-10,9.073865565728E-11,1.220535096096E-10
1248,1.329599438627E-10,1.260923048984E-10,1.088754971258E-10,1.047590360555E-10,1.118895286388E-10,1.140823713785E-10,1.364320714316E-10,1.091852238939E-10,9.061809573238E-11,1.214750239616E-10
1249,1.323410085551E-10,1.254735815748E-10,1.083905897681E-10,1.043633289287E-10,1.115468405355E-10,1.135859242815E-10,1.35877600757E-10,1.086752053294E-10,9.050545962291E-11,1.209005495938E-10
1250,1.317262907304E-10,1.248586468255E-10,1.079115964248E-10,1.039743521753E-10,1.112127614206E-10,1.130956769741E-10,1.353197217987E-10,1.081696031083E-10,9.040066878926E-11,1.203301932227E-10
1251,1.311159579791E-10,1.242476268945E-10,1.07438632785E-10,1.035921880224E-10,1.108872825533E-10,1.126116943272E-10,1.34758621564E-10,1.0766860484E-10,9.030364399606E-11,1.197640621207E-10
1252,1.305101788297E-10,1.236406487094E-10,1.069718151123E-10,1.03216919043E-10,1.105703949163E-10,1.121340414537E-10,1.341944883004E-10,1.071723148646E-10,9.02143053106E-11,1.192022641172E-10
1253,1.299091227501E-10,1.230378398827E-10,1.065112602459E-10,1.028486281574E-10,1.102620892154E-10,1.116627837093E-10,1.336275114982E-10,1.066808169345E-10,9.013257210134E-11,1.186449075994E-10
1254,1.293129601493E-10,1.224393287126E-10,1.060570856014E-10,1.024873986329E-10,1.099623558783E-10,1.111979866921E-10,1.330578818932E-10,1.061941951994E-10,9.00583630364E-11,1.180921015137E-10
1255,1.287218623792E-10,1.21845244185E-10,1.056094091721E-10,1.02133314085E-10,1.096711850542E-10,1.107397162437E-10,1.324857914691E-10,1.057125342062E-10,8.9991596082E-11,1.175439553666E-10
1256,1.281360017367E-10,1.212557159739E-10,1.051683495298E-10,1.017864584777E-10,1.093885666131E-10,1.10288038449E-10,1.319114334598E-10,1.052359189003E-10,8.993218850098E-11,1.170005792253E-10
1257,1.27555551465E-10,1.206708744435E-10,1.047340258258E-10,1.014469161241E-10,1.09114490145E-10,1.09843019637E-10,1.313350023521E-10,1.04764434626E-10,8.988005685124E-11,1.164620837194E-10
1258,1.269806857557E-10,1.200908506489E-10,1.043065577922E-10,1.011147716869E-10,1.088489449591E-10,1.094047263806E-10,1.307566938884E-10,1.042981671272E-10,8.983511698421E-11,1.159285800413E-10
1259,1.264115797503E-10,1.195157763375E-10,1.038860657428E-10,1.00790110179E-10,1.085919200835E-10,1.089732254977E-10,1.301767050685E-10,1.038372025483E-10,8.97972840434E-11,1.154001799476E-10
1260,1.258484095422E-10,1.189457839506E-10,1.034726705738E-10,1.004730169643E-10,1.083434042638E-10,1.085485840509E-10,1.295952341528E-10,1.033816274344E-10,8.976647246276E-11,1.1487699576E-10
1261,1.252913521786E-10,1.183810066242E-10,1.030664937654E-10,1.001635777576E-10,1.081033859632E-10,1.081308693481E-10,1.290124806646E-10,1.029315287326E-10,8.974259596527E-11,1.143591403661E-10
1262,1.247405856616E-10,1.178215781903E-10,1.026676573825E-10,9.986187862617E-11,1.07871853361E-10,1.07720148943E-10,1.284286453924E-10,1.024869937922E-10,8.972556756133E-11,1.138467272209E-10
1263,1.241962889508E-10,1.172676331788E-10,1.022762840755E-10,9.956800598931E-11,1.076487943526E-10,1.073164906353E-10,1.278439303924E-10,1.020481103658E-10,8.97152995473E-11,1.133398703474E-10
1264,1.236586419646E-10,1.167193068178E-10,1.018924970819E-10,9.928204661955E-11,1.074341965483E-10,1.06919962471E-10,1.272585389912E-10,1.016149666097E-10,8.971170350393E-11,1.128386843377E-10
1265,1.23127825582E-10,1.161767350358E-10,1.015164202269E-10,9.900408764297E-11,1.072280472728E-10,1.065306327429E-10,1.266726757885E-10,1.011876510844E-10,8.971469029486E-11,1.12343284354E-10
