ell,model_1,model_2,model_3,model_4,model_5,model_6,model_7,model_8,model_9,model_10
137,5.535228869405E-10,6.276300809501E-10,5.326479076752E-10,4.843832887998E-10,5.817141173203E-10,5.341502146396E-10,6.118421131256E-10,5.296581049102E-10,4.385768010476E-10,5.583311480013E-10
138,5.583729956638E-10,6.330909459654E-10,5.372207728738E-10,4.886023281985E-10,5.867141235453E-10,5.387974981595E-10,6.173031471371E-10,5.343629428382E-10,4.42406865869E-10,5.631751762811E-10
139,5.632149019844E-10,6.385394291264E-10,5.417823155986E-10,4.928127130938E-10,5.917025711284E-10,5.43435899612E-10,6.227560039097E-10,5.390588597486E-10,4.462278066751E-10,5.680101083201E-10
140,5.680475862245E-10,6.439739285518E-10,5.463315156869E-10,4.970134903194E-10,5.966777995822E-10,5.480639723702E-10,6.281996491823E-10,5.437448609386E-10,4.500382991798E-10,5.728344653689E-10
141,5.728699784536E-10,6.493927642322E-10,5.508673053654E-10,5.012036610846E-10,6.01638063921E-10,5.526801954825E-10,6.336330003784E-10,5.484199067999E-10,4.538369541703E-10,5.776466920603E-10
142,5.776809573033E-10,6.54794176333E-10,5.553885681303E-10,5.053821799167E-10,6.065815328553E-10,5.572829720717E-10,6.390549254467E-10,5.530829117729E-10,4.576223161469E-10,5.824451547484E-10
143,5.824793487825E-10,6.601763234978E-10,5.598941376285E-10,5.095479536025E-10,6.115062869858E-10,5.618706277332E-10,6.444642417012E-10,5.577327433017E-10,4.613928619646E-10,5.872281398471E-10
144,5.872639250924E-10,6.65537425339E-10,5.643827965378E-10,5.136998401307E-10,6.164104748895E-10,5.66441545553E-10,6.498597146619E-10,5.623682207881E-10,4.65147120846E-10,5.919939964375E-10
145,5.920334034416E-10,6.708762093272E-10,5.688532754478E-10,5.178366476337E-10,6.212928025335E-10,5.709945895431E-10,6.552400568952E-10,5.669881145466E-10,4.68884050629E-10,5.967415834424E-10
146,5.967864448614E-10,6.761915049382E-10,5.733042517402E-10,5.219571333299E-10,6.261520889024E-10,5.755287201016E-10,6.606039268543E-10,5.715911447585E-10,4.726026962009E-10,6.014698635846E-10
147,6.015216530205E-10,6.814821025605E-10,5.777343484699E-10,5.260600024652E-10,6.309871115498E-10,5.800428603326E-10,6.659499277194E-10,5.761759804269E-10,4.763020707997E-10,6.061777622524E-10
148,6.062375730404E-10,6.867467526271E-10,5.821421332451E-10,5.301439072557E-10,6.35796605699E-10,5.845358952308E-10,6.712766062385E-10,5.807412383308E-10,4.799811553524E-10,6.108641666673E-10
149,6.109326903106E-10,6.919841647467E-10,5.865261171084E-10,5.342074458289E-10,6.405792633454E-10,5.890066708645E-10,6.765824515675E-10,5.852854819799E-10,4.836388978132E-10,6.155279250519E-10
150,6.156054293032E-10,6.971930068357E-10,5.90884753417E-10,5.382491611665E-10,6.45333732358E-10,5.934539935602E-10,6.81865894111E-10,5.898072205689E-10,4.872742125011E-10,6.201678457982E-10
151,6.202541523884E-10,7.023719042498E-10,5.952164367235E-10,5.42267540046E-10,6.50058615581E-10,5.978766290859E-10,6.871253043622E-10,5.943049079323E-10,4.908859794386E-10,6.247826966352E-10
152,6.248771586496E-10,7.075194389154E-10,5.995195016568E-10,5.462610119826E-10,6.547524699356E-10,6.022733018352E-10,6.923589917438E-10,5.987769414988E-10,4.944730436897E-10,6.293712037966E-10
153,6.294728088538E-10,7.126341484613E-10,6.037923463345E-10,5.502280643362E-10,6.594138055218E-10,6.066426940109E-10,6.975653227543E-10,6.032217740756E-10,4.980342146978E-10,6.339320511893E-10
154,6.340399159267E-10,7.177145253506E-10,6.080338178636E-10,5.541676018955E-10,6.640410847198E-10,6.109834448092E-10,7.027430902032E-10,6.076382630924E-10,5.015682656237E-10,6.38463879561E-10
155,6.385773886769E-10,7.227590160121E-10,6.122428607002E-10,5.580786188504E-10,6.686327212921E-10,6.152941496032E-10,7.078911762407E-10,6.120253519729E-10,5.050739326844E-10,6.429652856681E-10
156,6.430841083644E-10,7.277660199718E-10,6.164183948555E-10,5.619600851692E-10,6.731870794852E-10,6.195733591268E-10,7.130084355876E-10,6.163819597552E-10,5.085499144905E-10,6.474348214438E-10
157,6.475589281578E-10,7.327338889848E-10,6.20559315411E-10,5.658109461317E-10,6.777024731307E-10,6.238195786587E-10,7.180936949842E-10,6.207069806211E-10,5.119948713845E-10,6.518709931657E-10
158,6.520006725923E-10,7.37660926167E-10,6.246644920336E-10,5.69630121863E-10,6.821771647478E-10,6.280312672058E-10,7.231457526377E-10,6.249992834251E-10,5.154074247794E-10,6.56272260624E-10
159,6.56408137027E-10,7.425453851264E-10,6.2873276849E-10,5.734165068673E-10,6.866093646447E-10,6.322068366878E-10,7.281633776705E-10,6.292577112236E-10,5.18786156496E-10,6.606370362895E-10
160,6.607800871023E-10,7.473854690948E-10,6.327629621616E-10,5.77168969561E-10,6.9099723002E-10,6.363446511202E-10,7.331453095682E-10,6.334810808042E-10,5.221296081017E-10,6.649636844812E-10
161,6.651152581982E-10,7.521794517263E-10,6.367538635597E-10,5.808863518071E-10,6.953389951436E-10,6.40443140584E-10,7.380902576277E-10,6.376681822147E-10,5.254363809469E-10,6.692506329705E-10
162,6.694123548913E-10,7.569260533186E-10,6.407042358403E-10,5.845674684482E-10,6.996333767209E-10,6.445011561728E-10,7.429969004052E-10,6.418177782922E-10,5.287054476059E-10,6.734967206303E-10
163,6.736700504124E-10,7.616240963569E-10,6.446128143186E-10,5.882111068404E-10,7.038792028257E-10,6.485176450209E-10,7.478638851642E-10,6.459286041927E-10,5.319358668409E-10,6.777008790825E-10
164,6.778869861046E-10,7.662723865341E-10,6.48478305984E-10,5.918160263869E-10,7.080752847533E-10,6.52491538055E-10,7.526898273236E-10,6.499993669196E-10,5.351266851834E-10,6.818620227143E-10
165,6.820617708802E-10,7.708697124415E-10,6.522993890154E-10,5.953809580716E-10,7.122204167248E-10,6.564217497065E-10,7.574733099056E-10,6.540287448534E-10,5.382769367357E-10,6.859790483639E-10
166,6.861929806789E-10,7.754148452606E-10,6.560747122953E-10,5.98904603993E-10,7.163133755921E-10,6.603071776232E-10,7.62212882984E-10,6.580153872808E-10,5.413856429725E-10,6.900508350054E-10
167,6.90279157925E-10,7.799065384545E-10,6.598028949255E-10,6.023856368973E-10,7.203529205426E-10,6.641467023812E-10,7.669070631321E-10,6.619579139234E-10,5.444518125419E-10,6.940762434343E-10
168,6.943188109853E-10,7.843435274594E-10,6.63482525741E-10,6.058226997125E-10,7.243377928042E-10,6.679391871971E-10,7.715543328708E-10,6.658549144677E-10,5.474744410672E-10,6.980541159524E-10
169,6.983104136265E-10,7.887245293757E-10,6.671121628259E-10,6.092144050818E-10,7.282667153498E-10,6.716834776398E-10,7.761531401164E-10,6.697049480933E-10,5.50452510948E-10,7.019832760532E-10
170,7.022524044726E-10,7.930482426594E-10,6.706903330273E-10,6.125593348973E-10,7.321383926024E-10,6.753784013423E-10,7.80701897629E-10,6.735065430029E-10,5.533849911619E-10,7.058625281074E-10
171,7.061432900341E-10,7.973133468141E-10,6.742156300819E-10,6.158561351266E-10,7.359515101393E-10,6.79022767714E-10,7.851990819454E-10,6.772582893917E-10,5.56270837066E-10,7.096906570475E-10
172,7.099819645696E-10,8.015185020816E-10,6.776870191894E-10,6.191038101405E-10,7.397047343978E-10,6.826153676523E-10,7.896435405913E-10,6.809591280423E-10,5.591089901978E-10,7.134664280536E-10
173,7.137674159789E-10,8.056623491338E-10,6.811035570235E-10,6.223014521475E-10,7.433967123791E-10,6.861549732547E-10,7.940342095464E-10,6.846080850031E-10,5.618983780771E-10,7.171885862384E-10
174,7.174986245141E-10,8.097435087641E-10,6.844642953239E-10,6.254481480324E-10,7.470260713537E-10,6.896403375306E-10,7.9837001592E-10,6.882041802246E-10,5.646379140075E-10,7.208558563324E-10
175,7.211745626595E-10,8.137605815785E-10,6.877682808141E-10,6.285429792791E-10,7.505914185658E-10,6.930701941136E-10,8.026498778051E-10,6.917464274698E-10,5.673264968771E-10,7.244669423692E-10
176,7.247941950118E-10,8.177121476874E-10,6.910145551183E-10,6.315850218931E-10,7.540913409383E-10,6.96443256973E-10,8.068727041325E-10,6.952338342248E-10,5.69963010961E-10,7.280205273707E-10
177,7.283564781603E-10,8.215967663966E-10,6.942021546786E-10,6.345733463236E-10,7.575244047775E-10,6.997582201261E-10,8.110373945242E-10,6.98665401609E-10,5.725463257216E-10,7.315152730322E-10
178,7.318603605673E-10,8.25412975899E-10,6.973301106722E-10,6.375070173862E-10,7.60889155478E-10,7.0301375735E-10,8.151428391479E-10,7.020401242853E-10,5.750752956109E-10,7.349498194079E-10
179,7.353047824476E-10,8.291592929659E-10,7.003974489288E-10,6.403850941851E-10,7.641841172273E-10,7.062085218934E-10,8.191879185705E-10,7.05356990371E-10,5.775487598715E-10,7.383227845959E-10
180,7.386886756494E-10,8.328343062832E-10,7.034031898475E-10,6.432066300359E-10,7.674078915966E-10,7.093412345363E-10,8.231715036124E-10,7.086149813479E-10,5.799656198563E-10,7.416328558031E-10
181,7.42010963534E-10,8.364369654001E-10,7.063463483141E-10,6.459706723875E-10,7.705594626926E-10,7.124109561973E-10,8.270924552013E-10,7.118130719727E-10,5.823250782745E-10,7.448790712908E-10
182,7.452705608562E-10,8.399663142096E-10,7.092259336184E-10,6.486762627449E-10,7.736379157514E-10,7.154168364927E-10,8.309496242259E-10,7.149502301874E-10,5.846264186262E-10,7.480605602882E-10
183,7.484663736444E-10,8.434213994031E-10,7.12040949371E-10,6.513224365917E-10,7.766423405006E-10,7.183580273732E-10,8.347418513903E-10,7.180254170299E-10,5.868689294788E-10,7.511764536486E-10
184,7.515972990806E-10,8.468012705074E-10,7.147903934211E-10,6.539082233121E-10,7.795718312284E-10,7.212336831611E-10,8.384679670676E-10,7.21037586544E-10,5.890519045541E-10,7.542258838708E-10
185,7.546622253807E-10,8.501049799208E-10,7.174732577732E-10,6.564326461137E-10,7.824254868527E-10,7.240429605881E-10,8.421267911538E-10,7.239856856904E-10,5.911746428158E-10,7.572079851212E-10
186,7.576600316749E-10,8.533315829491E-10,7.200885285045E-10,6.588947219499E-10,7.852024109899E-10,7.26785018832E-10,8.45717132922E-10,7.268686542564E-10,5.932364485556E-10,7.601218932556E-10
187,7.605895878874E-10,8.564801378423E-10,7.226351856818E-10,6.612934614421E-10,7.879017120242E-10,7.294590195548E-10,8.492377908764E-10,7.296854247668E-10,5.952366314808E-10,7.629667458408E-10
188,7.634497546167E-10,8.595497058311E-10,7.251122032793E-10,6.636278688023E-10,7.905225031763E-10,7.320641269394E-10,8.526875526056E-10,7.324349223942E-10,5.971745068008E-10,7.657416821766E-10
189,7.662393830162E-10,8.625393511626E-10,7.275185490952E-10,6.658969417555E-10,7.930639025727E-10,7.345995077273E-10,8.560651946374E-10,7.351160648693E-10,5.990493953144E-10,7.684458433176E-10
190,7.689573146737E-10,8.65448141137E-10,7.29853184669E-10,6.680996714621E-10,7.955250333143E-10,7.370643312558E-10,8.593694822921E-10,7.377277623913E-10,6.008606234965E-10,7.710783720947E-10
191,7.71602460012E-10,8.682751461441E-10,7.321151367183E-10,6.702351123271E-10,7.979050235459E-10,7.394577694956E-10,8.625992448126E-10,7.40268987078E-10,6.026075235849E-10,7.736384131375E-10
192,7.741740403059E-10,8.710194396991E-10,7.343037176048E-10,6.723025974381E-10,8.00203006525E-10,7.417789970877E-10,8.657536073516E-10,7.427389873198E-10,6.042894336678E-10,7.761251128955E-10
193,7.766713636295E-10,8.736800984795E-10,7.364183212834E-10,6.743015391744E-10,8.024181206907E-10,7.440271913813E-10,8.688317761442E-10,7.451370893687E-10,6.0590569777E-10,7.7853761966E-10
194,7.790937481047E-10,8.762562023609E-10,7.384583534204E-10,6.762313609239E-10,8.045495097326E-10,7.462015324706E-10,8.718329648963E-10,7.474626293809E-10,6.074556659406E-10,7.808750835863E-10
195,7.814405220382E-10,8.787468344539E-10,7.404232315443E-10,6.780914972343E-10,8.065963226604E-10,7.483012032325E-10,8.747563948847E-10,7.497149535556E-10,6.089386943393E-10,7.83136656715E-10
196,7.837110240588E-10,8.811510811396E-10,7.423123851974E-10,6.798813939637E-10,8.08557713872E-10,7.50325389364E-10,8.776012950577E-10,7.518934182722E-10,6.103541453236E-10,7.853214929942E-10
197,7.859046032546E-10,8.834680321068E-10,7.44125256087E-10,6.816005084322E-10,8.104328432236E-10,7.522732794192E-10,8.803669021353E-10,7.539973902289E-10,6.117013875358E-10,7.874287483011E-10
198,7.880206193096E-10,8.856967803879E-10,7.458612982362E-10,6.832483095727E-10,8.122208760976E-10,7.541440648469E-10,8.830524607092E-10,7.5602624658E-10,6.129797959899E-10,7.894575804637E-10
199,7.900584426413E-10,8.87836422395E-10,7.475199781358E-10,6.848242780822E-10,8.139209834724E-10,7.55936940028E-10,8.856572233433E-10,7.579793750744E-10,6.141887521584E-10,7.914071492828E-10
200,7.920174545378E-10,8.898860579567E-10,7.491007748948E-10,6.86327906573E-10,8.15532341991E-10,7.576511023128E-10,8.881804506738E-10,7.598561741934E-10,6.153276440594E-10,7.932766165539E-10
201,7.938970472943E-10,8.918448535126E-10,7.506031803921E-10,6.877586997234E-10,8.170541977387E-10,7.592858110799E-10,8.906214115096E-10,7.616560532885E-10,6.16395914377E-10,7.950652063722E-10
202,7.95696624351E-10,8.937122366534E-10,7.520266994277E-10,6.891161744292E-10,8.184860625088E-10,7.608405695373E-10,8.929793829326E-10,7.633784327193E-10,6.173932084722E-10,7.967723908055E-10
203,7.974156004298E-10,8.954877155633E-10,7.533708498734E-10,6.903998599548E-10,8.198275317057E-10,7.62314955995E-10,8.952536503976E-10,7.650227439919E-10,6.183192371245E-10,7.983977175416E-10
204,7.990534016711E-10,8.97170817332E-10,7.546351628248E-10,6.916092980841E-10,8.21078222152E-10,7.637085662206E-10,8.974435078331E-10,7.665884298963E-10,6.191737296761E-10,7.999407509958E-10
205,8.006094657716E-10,8.987610881777E-10,7.55819182752E-10,6.927440432716E-10,8.222377723462E-10,7.650210136511E-10,8.995482577412E-10,7.680749446448E-10,6.199564342609E-10,8.014010725104E-10
206,8.020832421208E-10,9.002580936701E-10,7.569224676508E-10,6.938036627939E-10,8.233058427194E-10,7.662519296051E-10,9.015672112978E-10,7.694817540096E-10,6.206671180332E-10,8.027782805553E-10
207,8.034741919384E-10,9.016614189537E-10,7.579445891942E-10,6.947877369004E-10,8.242821158932E-10,7.674009634941E-10,9.034996884532E-10,7.708083354609E-10,6.21305567397E-10,8.040719909273E-10
208,8.047817884114E-10,9.0297066897E-10,7.588851328835E-10,6.956958589644E-10,8.251662969365E-10,7.684677830344E-10,9.053450180321E-10,7.720541783051E-10,6.218715882344E-10,8.052818369506E-10
209,8.06005516831E-10,9.041854686813E-10,7.597436981994E-10,6.965276356348E-10,8.259581136234E-10,7.694520744591E-10,9.071025378339E-10,7.732187838221E-10,6.223650061348E-10,8.064074696764E-10
210,8.071448747298E-10,9.053054632932E-10,7.605198987534E-10,6.972826869864E-10,8.266573166897E-10,7.703535427297E-10,9.08771594733E-10,7.74301665404E-10,6.227856666239E-10,8.074485580829E-10
211,8.081993720191E-10,9.06330318478E-10,7.612133624387E-10,6.979606466714E-10,8.272636800908E-10,7.71171911748E-10,9.10351544779E-10,7.753023486927E-10,6.231334353922E-10,8.084047892758E-10
212,8.091685311257E-10,9.072597205972E-10,7.61823731582E-10,6.985611620709E-10,8.27777001259E-10,7.719069245679E-10,9.11841753297E-10,7.762203717177E-10,6.234081985243E-10,8.092758686874E-10
213,8.100519294507E-10,9.080933769247E-10,7.623507006343E-10,6.990839294632E-10,8.281971013603E-10,7.725583436068E-10,9.132416404231E-10,7.770553219964E-10,6.236098627277E-10,8.100615202772E-10
214,8.10849329651E-10,9.0883101587E-10,7.627941317632E-10,6.9952880186E-10,8.285238255523E-10,7.731259508582E-10,9.145508209233E-10,7.778069503355E-10,6.237383555615E-10,8.107614867318E-10
215,8.115605584245E-10,9.094723872008E-10,7.631539473628E-10,6.998956887482E-10,8.28757043241E-10,7.736095481025E-10,9.157689740142E-10,7.784750649845E-10,6.237936256656E-10,8.113755296646E-10
216,8.121854652265E-10,9.100172622664E-10,7.63430093463E-10,7.00184521968E-10,8.288966483386E-10,7.740089571197E-10,9.168957989956E-10,7.790594955984E-10,6.237756429894E-10,8.11903429816E-10
217,8.12723922518E-10,9.104654342202E-10,7.636225399802E-10,7.003952559563E-10,8.289425595202E-10,7.743240199006E-10,9.1793101547E-10,7.795600934727E-10,6.236843990208E-10,8.123449872533E-10
218,8.131758260144E-10,9.108167182433E-10,7.637312809668E-10,7.005278679902E-10,8.288947204817E-10,7.745545988587E-10,9.188743635625E-10,7.799767317785E-10,6.235199070151E-10,8.127000215706E-10
219,8.135410949339E-10,9.110709517668E-10,7.637563348616E-10,7.005823584299E-10,8.287531001966E-10,7.747005770422E-10,9.19725604141E-10,7.803093057984E-10,6.232822022236E-10,8.12968372089E-10
220,8.138196722461E-10,9.112279946953E-10,7.636977447399E-10,7.005587509623E-10,8.285176931736E-10,7.747618583457E-10,9.204845190355E-10,7.805577331612E-10,6.229713421231E-10,8.131498980563E-10
221,8.140115249203E-10,9.112877296298E-10,7.63555578563E-10,7.004570928443E-10,8.281885197139E-10,7.747383677217E-10,9.211509112585E-10,7.807219540771E-10,6.225874066444E-10,8.13244478847E-10
222,8.141166441744E-10,9.112500620905E-10,7.633299294291E-10,7.002774551458E-10,8.277656261684E-10,7.746300513928E-10,9.217246052245E-10,7.808019315735E-10,6.221304984012E-10,8.132520141625E-10
223,8.141350457231E-10,9.111149207399E-10,7.630209158223E-10,7.000199329936E-10,8.272490851948E-10,7.744368770633E-10,9.222054469701E-10,7.807976517297E-10,6.216007429191E-10,8.131724242308E-10
224,8.140667700265E-10,9.108822797038E-10,7.626286818638E-10,6.996846458139E-10,8.266390124131E-10,7.741588538621E-10,9.225933043738E-10,7.807091239125E-10,6.209982985164E-10,8.130056725077E-10
225,8.139118825385E-10,9.105522266661E-10,7.62153397561E-10,6.992717375764E-10,8.259356170274E-10,7.737960931565E-10,9.22888067376E-10,7.805363810114E-10,6.203233861785E-10,8.127518349868E-10
226,8.136704739557E-10,9.101248995845E-10,7.61595259058E-10,6.987813770371E-10,8.251391549569E-10,7.73348752059E-10,9.230896481986E-10,7.802794796737E-10,6.195762620475E-10,8.124110357333E-10
227,8.133426604656E-10,9.096004652597E-10,7.609544888856E-10,6.982137579815E-10,8.242499130257E-10,7.728170143048E-10,9.231979815651E-10,7.799385005399E-10,6.187572081935E-10,8.119834250357E-10
228,8.12928583995E-10,9.089791196111E-10,7.602313362112E-10,6.975690994686E-10,8.232682092586E-10,7.722010905103E-10,9.232130249204E-10,7.795135484789E-10,6.178665328663E-10,8.114691796591E-10
229,8.124284124589E-10,9.082610879528E-10,7.594260770892E-10,6.968476460733E-10,8.221943931782E-10,7.715012184326E-10,9.231347586505E-10,7.790047528234E-10,6.169045707476E-10,8.108685030992E-10
230,8.118423400087E-10,9.074466252685E-10,7.585390147106E-10,6.960496681305E-10,8.210288461003E-10,7.707176632275E-10,9.229631863029E-10,7.784122676049E-10,6.158716832027E-10,8.101816258354E-10
231,8.111705872809E-10,9.065360164877E-10,7.575704796532E-10,6.951754619778E-10,8.197719814312E-10,7.698507177087E-10,9.226983348058E-10,7.777362717892E-10,6.14768258532E-10,8.094088055844E-10
232,8.104134016455E-10,9.055295767609E-10,7.565208301318E-10,6.942253501991E-10,8.184242449633E-10,7.689007026064E-10,9.223402546886E-10,7.769769695117E-10,6.135947122237E-10,8.085503275542E-10
233,8.095710574545E-10,9.044276517357E-10,7.553904522482E-10,6.93199681868E-10,8.169861151719E-10,7.678679668262E-10,9.21889020301E-10,7.761345903122E-10,6.12351487205E-10,8.07606504697E-10
234,8.086438562906E-10,9.032306178318E-10,7.541797602409E-10,6.920988327907E-10,8.154581035113E-10,7.667528877078E-10,9.213447300339E-10,7.752093893707E-10,6.110390540944E-10,8.065776779633E-10
235,8.076321272155E-10,9.01938882517E-10,7.528891967358E-10,6.909232057498E-10,8.138407547112E-10,7.655558712836E-10,9.207075065384E-10,7.742016477424E-10,6.096579114531E-10,8.054642165548E-10
